id,nearc2,nearc4,nearc4a,nearc4b,ed76,ed66,age76,daded,nodaded,momed,nomomed,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,work76,work78,lwage76,lwage78,famed,black,smsa76r,smsa78r,reg76r,reg78r,reg80r,smsa66r,wage76,wage78,wage80,noint78,noint80,enroll76,enroll78,enroll80,kww,iq,marsta76,marsta78,marsta80,libcrd14,exp76
1419,0,1,1,0,14,9,25,6,0,9,0,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,8,1,1,1,0,0,0,1,,,,0,0,0,1,0,46,99,1,4,4,1,5
1421,0,1,1,0,11,9,25,9.94,1,9,0,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,6.54103,6.5695424,9,1,1,1,0,0,0,1,693,820,,0,0,0,0,0,27,95,1,1,1,0,8
1422,0,1,1,0,11,8,24,8,0,9,0,114259,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.46302946,,8,1,1,,0,,0,1,641,,,1,0,0,,0,27,,5,,1,0,7
1423,0,1,1,0,13,10,27,10,0,8,0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.84354442,6.34487329,8,1,1,1,0,0,0,1,345,655,952,0,0,0,0,0,34,99,1,1,1,0,8
1424,0,1,1,0,12,11,27,9.94,1,10.25,1,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.32972091,,9,1,1,,0,,0,1,561,,625,1,0,0,,0,24,68,5,,5,1,9
1425,0,1,1,0,12,8,24,9,0,11,0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.52795792,6.54234666,7,1,1,1,0,0,0,1,684,798,785,0,0,0,0,0,21,,1,1,1,1,6
1426,0,1,1,0,13,10,25,9,0,8,0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,6.48031126,8,1,1,1,0,0,0,1,,750,571,0,0,0,0,0,33,78,6,6,6,0,6
1428,0,1,1,0,16,14,29,16,0,16,0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.15060277,6.74370064,1,0,1,1,1,0,0,1,469,976,1346,0,0,0,0,0,49,122,1,1,1,1,7
1430,0,1,1,0,16,11,26,12,0,12,0,370732,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,5.70378247,6.76799334,3,0,1,1,0,0,0,1,300,1000,550,0,0,0,0,0,37,106,6,6,6,1,4
1431,0,1,1,0,18,10,25,12,0,9,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.51174533,6.44087719,5,0,1,1,0,0,0,1,673,721,1010,0,0,0,0,0,37,101,1,1,1,1,1
1432,0,1,1,0,16,8,24,12,0,9,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.95324333,,5,0,1,1,0,0,0,1,385,,500,0,0,0,0,1,29,,6,6,1,1,2
1436,0,1,1,0,16,12,33,8,0,6,0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.69456206,6.85508804,8,0,1,1,0,0,0,1,808,1091,1762,0,0,0,1,0,45,104,1,1,1,1,11
1437,0,1,1,0,12,12,32,12,0,12,0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,3,0,1,1,0,0,0,1,,,,0,0,0,0,0,,115,6,6,6,1,14
1438,0,1,1,0,17,8,24,12,0,12,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.30627529,,3,0,1,1,0,0,0,1,548,,,0,0,1,0,1,40,,6,1,1,1,1
1439,0,1,1,0,16,11,26,12,0,12,0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.2146081,6.38526772,3,0,1,1,0,0,0,1,500,682,1000,0,0,0,0,0,38,,6,1,1,1,4
1440,0,1,1,0,13,12,29,11,0,12,0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.58892648,6.67697394,6,0,1,1,0,0,0,1,727,913,1140,0,0,1,1,0,38,99,1,1,1,1,10
1441,0,1,1,0,16,12,28,11,0,12,0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.26149168,6.4709341,6,0,1,1,0,0,0,0,524,743,1202,0,0,0,1,0,29,,1,1,1,1,6
1444,0,1,1,0,11,9,24,9.94,1,8,0,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,9,1,1,1,0,0,0,1,,,,0,0,0,0,0,34,,6,6,6,1,7
1445,0,1,1,0,15,8,24,2,0,8,0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.10924758,6.44640971,8,1,1,1,0,0,0,1,450,725,1000,0,0,0,1,1,36,,6,6,6,1,3
1448,0,1,1,0,12,12,28,6,0,8,0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.62671775,,8,1,1,,0,,,1,755,,,1,1,0,,,34,,1,,,0,10
1449,0,1,1,0,12,8,24,11,0,10.25,1,96681,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.46146818,6.45874709,9,1,1,1,0,0,0,1,640,734,780,0,0,0,0,0,37,,1,1,1,0,6
1454,0,1,1,0,12,8,24,10,0,12,0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.74620319,,6,1,1,,0,,,1,313,,,1,1,0,,,30,,1,,,1,6
1458,0,1,1,0,12,12,29,12,0,12,0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7.26192709,7.53020005,3,0,1,1,0,0,0,1,1425,2143,,0,0,0,0,0,37,101,1,1,4,0,11
1459,0,1,1,0,12,12,28,11,0,5,0,411924,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.63463336,,8,0,1,1,0,0,0,1,761,,444,0,0,0,0,0,23,110,6,6,6,1,10
1460,0,1,1,0,12,9,26,11,0,5,0,411924,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.39692966,,8,0,1,1,0,0,0,1,600,,289,0,0,0,0,0,35,94,1,1,1,1,8
1461,0,1,1,0,16,14,32,12,0,15,0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7.01301579,6.95198017,2,0,1,1,0,0,,1,1111,1202,,0,1,0,0,,42,111,1,1,,1,10
1462,0,1,1,0,16,15,33,13,0,17,0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.63725803,6.83378108,1,0,1,1,0,0,0,1,763,1068,1443,0,0,0,0,0,50,120,1,1,1,1,11
1463,0,1,1,0,12,12,32,8,0,8,0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.47697236,6.49355649,8,0,1,1,0,0,0,1,650,760,962,0,0,0,0,0,45,108,1,1,1,1,14
1464,0,1,1,0,14,12,27,16,0,16,0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.05185562,,1,0,1,1,0,0,0,1,1155,,,0,0,0,0,0,39,111,1,1,1,1,7
1465,0,1,1,0,12,8,24,9,0,12,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.39692966,6.61133953,6,0,1,1,0,0,0,1,600,855,1121,0,0,0,0,0,25,,1,4,4,1,6
1467,0,1,1,0,12,9,29,11,0,11,0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.31896811,6.50532903,7,0,1,1,0,0,0,1,555,769,1075,0,0,0,0,0,31,103,1,1,1,0,11
1468,0,1,1,0,11,8,28,11,0,11,0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.29710932,6.45328259,7,0,1,1,0,0,0,1,543,730,750,0,0,1,0,0,25,,1,1,1,0,11
1469,0,1,1,0,11,6,25,11,0,11,0,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.30991828,6.48563043,7,0,1,1,0,0,0,1,550,754,953,0,0,1,0,0,31,,1,1,1,0,8
1470,0,1,1,0,11,11,31,9.94,1,10.25,1,520447,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.68461173,6.76799334,9,0,1,1,0,0,0,1,800,1000,909,0,0,0,0,0,39,97,1,1,1,0,14
1472,0,1,1,0,11,10,26,10,0,11,0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.90775528,6.07484616,7,0,1,1,0,0,0,1,1000,500,,0,0,0,0,0,26,97,1,2,4,0,9
1473,0,1,1,0,10,9,27,8,0,8,0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,8,0,1,1,0,0,0,1,,,,0,0,0,0,0,34,107,1,1,1,1,11
1474,0,1,1,0,12,12,31,13,0,11,0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.76157277,6.69542264,5,0,1,1,0,0,0,1,864,930,1250,0,0,0,0,0,36,106,1,1,1,0,13
1475,0,1,1,0,13,12,32,9.94,1,6,0,346581,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6.41836494,,9,0,1,1,0,0,0,1,613,,,0,0,0,0,0,43,109,1,1,1,1,13
1476,0,1,1,0,16,8,24,12,0,12,0,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.25190388,6.54109274,3,0,1,1,0,0,0,1,519,797,,0,0,0,1,0,27,,1,1,1,1,2
1480,0,1,1,0,13,12,30,9.94,1,10.25,1,150105,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.56103067,,9,1,1,,0,,0,1,707,,,1,0,0,,0,45,96,1,,1,1,11
1485,0,1,1,0,13,10,26,10,0,10,0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.70686234,7.32474789,7,1,1,1,0,0,0,1,818,1745,848,0,0,1,0,0,26,79,1,1,1,1,7
1486,0,1,1,0,10,9,25,10,0,12,0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.70378247,,6,1,1,,0,,0,1,300,,,1,0,0,,0,31,62,6,,6,1,9
1488,1,1,0,1,18,17,33,13,0,16,0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,0,0,1,,,,0,0,0,0,0,47,114,1,1,1,1,9
1490,1,1,0,1,16,14,30,9,0,9,0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.5539334,6.72925251,7,0,1,1,0,1,,1,702,962,,0,1,1,0,,47,110,1,1,,1,8
1491,1,1,0,1,16,16,34,9.94,1,12,0,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,7.18690102,,4,0,1,,0,,0,1,1322,,1748,1,0,0,,0,47,117,1,,1,1,12
1492,1,1,0,1,12,10,27,9.94,1,12,0,99110,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,5.94017125,5.9378803,4,1,1,1,0,0,0,1,380,436,573,0,0,1,0,0,25,72,1,1,1,0,9
1495,1,1,0,1,11,9,26,9.94,1,10.25,1,99110,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.99146455,,9,1,1,,0,,,1,400,,,1,1,0,,,30,83,6,,,1,9
1496,1,1,0,1,11,9,25,9.94,1,10.25,1,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,6.21060008,6.07484616,9,1,1,1,0,0,0,1,498,500,620,0,0,0,0,0,22,99,1,1,1,1,8
1497,1,1,0,1,10,10,33,9.94,1,11,0,167813,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,6.49677499,6.09464878,9,1,1,1,0,0,0,1,663,510,1016,0,0,0,0,0,18,72,1,5,1,1,17
1498,1,1,0,1,10,10,33,8,0,11,0,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.39692966,6.48031126,8,1,1,1,0,0,0,1,600,750,800,0,0,0,0,0,29,88,5,5,4,0,17
1499,1,1,0,1,18,17,32,16,0,12,0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.94119006,6.95198017,2,0,0,0,1,1,1,1,1034,1202,1386,0,0,0,0,0,48,123,1,1,1,1,8
1500,1,1,0,1,15,10,26,16,0,12,0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,2,0,1,1,0,0,0,1,,,,0,0,0,0,0,30,110,1,1,1,0,5
1501,1,1,0,1,14,12,27,12,0,12,0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,3,0,1,1,0,0,0,1,,,,0,0,0,0,0,39,102,1,1,1,1,7
1502,1,1,0,1,14,10,25,12,0,12,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.98378997,6.05055346,3,0,1,1,0,0,0,1,1079,488,775,0,0,0,0,0,23,91,6,6,6,1,5
1503,1,1,0,1,18,9,24,12,0,12,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.99146455,6.30912745,3,0,1,1,1,1,1,1,400,632,673,0,0,0,0,0,31,98,6,6,6,1,0
1504,1,1,0,1,16,15,33,13,0,12,0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.46302946,6.72925251,2,0,1,1,0,0,0,1,641,962,1050,0,0,0,0,0,37,119,6,6,6,0,11
1506,1,1,0,1,12,12,32,9.94,1,8,0,358351,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,6.42971948,6.57440859,9,0,1,1,0,0,0,1,620,824,1079,0,0,0,0,0,33,87,1,1,1,0,14
1508,1,1,1,0,17,15,30,12,0,11,0,538123,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,6.17586727,6.18638753,5,0,1,1,0,0,0,1,481,559,654,0,0,0,0,0,49,121,4,1,1,1,7
1510,1,1,1,0,16,16,33,8,0,8,0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.96413561,6.74982937,8,0,1,1,0,0,0,1,1058,982,1250,0,0,0,0,0,41,,6,6,6,1,11
1511,1,1,1,0,12,11,26,8,0,12,0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.30078579,6.25047872,6,0,1,1,0,0,0,1,545,596,781,0,0,0,0,0,33,112,1,1,1,1,8
1512,1,1,1,0,14,11,26,12,0,12,0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.66695679,6.54234666,3,0,1,1,0,0,0,1,786,798,962,0,0,0,0,0,38,113,6,6,6,1,6
1513,1,1,1,0,18,11,25,12,0,12,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.18414889,6.37198339,3,0,1,1,0,0,0,1,485,673,,0,0,0,0,1,38,125,6,6,1,1,1
1514,1,1,1,0,14,14,34,11,0,11,0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.58202514,6.66152109,7,0,1,1,0,0,0,1,722,899,974,0,0,1,1,0,45,121,1,1,1,1,14
1515,1,1,1,0,15,13,28,12,0,12,0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.54391185,,3,0,1,1,0,0,0,1,695,,1024,0,0,0,0,0,47,128,1,1,1,1,7
1516,1,1,1,0,15,12,34,12,0,12,0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.30809844,,3,0,1,1,0,0,,1,549,,,0,1,0,0,,41,,4,4,,1,13
1517,1,1,1,0,15,12,32,15,0,12,0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.67582322,6.32326751,2,0,1,1,0,0,1,1,793,641,1038,0,0,0,0,0,36,103,1,1,5,1,11
1518,1,1,1,0,16,16,33,18,0,16,0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7.56164175,7.31669261,1,0,1,1,1,0,0,1,1923,1731,1923,0,0,0,0,0,48,99,1,1,1,1,11
1519,1,1,1,0,16,16,33,10,0,8,0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,8,0,0,1,0,1,1,1,,,,0,0,0,0,0,45,112,1,1,1,1,11
1520,1,1,1,0,15,14,33,12,0,12,0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.67582322,6.72925251,3,0,1,1,0,0,0,1,793,962,1202,0,0,0,0,0,40,101,1,1,1,1,12
1521,0,1,1,0,15,12,28,9.94,1,10.25,1,370732,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.80239476,6.36452623,9,0,1,1,0,0,0,1,900,668,667,0,0,0,0,0,34,117,5,1,1,1,7
1523,0,1,1,0,14,12,32,8,0,8,0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.48310735,6.50532903,8,0,1,1,0,0,0,1,654,769,905,0,0,0,0,0,41,109,1,4,4,1,12
1526,0,1,1,0,12,10,27,12,0,12,0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.24027585,6.46688824,3,0,1,1,0,0,0,1,513,740,890,0,0,0,0,0,46,73,6,1,1,1,9
1527,0,1,1,0,16,9,25,12,0,12,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,3,0,1,1,0,0,0,1,,,,0,0,0,0,0,34,,6,6,6,1,3
1528,0,1,1,0,14,12,29,9.94,1,12,0,538123,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,5.95064255,5.86165294,4,0,1,1,0,0,0,1,384,404,473,0,0,1,1,1,38,88,4,4,4,1,9
1529,0,1,1,0,16,12,27,16,0,16,0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.2146081,,1,0,0,0,1,1,1,1,500,,817,0,0,0,0,0,27,116,1,1,1,1,5
1530,0,1,1,0,15,9,25,12,0,11,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.39859493,6.59006213,5,0,1,1,0,0,0,1,601,837,962,0,0,1,1,1,40,137,6,6,1,1,4
1531,0,1,1,0,12,10,27,12,0,12,0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.08221891,6.57562144,3,0,1,1,0,0,0,1,438,825,425,0,0,0,0,0,40,105,1,1,1,1,9
1532,0,1,1,0,12,9,25,12,0,12,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.2146081,,3,0,1,1,0,0,0,1,500,,813,0,0,0,0,0,42,98,6,6,6,1,7
1534,0,1,1,0,12,9,25,7,0,2,0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,8,1,1,1,0,0,0,1,,,,0,0,0,0,0,28,,6,6,6,1,7
1535,0,1,1,0,18,17,33,9.94,1,18,0,346581,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,7.14203657,7.09729708,4,0,1,1,0,0,0,1,1264,1390,1683,0,0,0,0,0,47,122,1,1,1,1,9
1536,0,1,1,0,14,10,26,12,0,14,0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.61606519,6.41131839,2,0,1,1,1,1,1,1,747,700,577,0,0,0,0,0,43,104,1,4,4,1,6
1537,0,1,1,0,14,10,27,12,0,12,0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.24027585,6.1406339,3,0,1,1,0,0,0,1,513,534,756,0,0,0,0,0,29,78,1,1,1,1,7
1539,0,1,1,0,12,12,33,9.94,1,10.25,1,346581,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,6.55108034,6.53606128,9,0,1,1,1,1,1,1,700,793,1011,0,0,0,0,0,43,104,1,1,1,,15
1541,0,1,1,0,16,12,29,14,0,12,0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.51025834,6.72925251,2,0,1,1,0,0,0,1,672,962,1202,0,0,0,0,0,38,93,1,1,1,1,7
1542,0,1,1,0,17,14,30,9.94,1,10.25,1,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.89060912,6.99113689,9,0,1,1,0,0,0,1,983,1250,1496,0,0,1,0,0,39,87,6,6,6,1,7
1543,0,1,0,1,13,13,29,12,0,12,0,538123,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.39362755,6.01297075,3,0,0,0,0,0,0,1,220,470,683,0,0,1,1,0,35,101,1,1,1,1,10
1544,0,1,0,1,18,13,33,12,0,12,0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7.09174212,7.00622253,3,0,1,1,0,0,0,1,1202,1269,2163,0,0,0,0,0,39,134,1,1,1,1,9
1545,0,1,0,1,12,11,30,12,0,12,0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.50279005,6.91209368,3,0,0,1,0,0,0,1,667,1155,1155,0,0,0,0,0,39,85,1,1,1,1,12
1548,0,1,0,1,14,13,28,9.94,1,10.25,1,117131,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.7310181,6.6900318,9,1,1,1,0,0,0,1,838,925,721,0,0,0,0,0,41,,1,1,1,1,8
1551,0,1,0,1,15,9,25,12,0,12,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.09582456,6.9112275,3,0,1,1,0,0,0,1,444,1154,1615,0,0,1,0,0,36,104,1,1,1,1,4
1554,0,1,0,1,12,10,25,10,0,12,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.29710932,6.59125616,6,0,1,1,0,0,0,1,543,838,1025,0,0,0,0,0,25,104,6,6,1,1,7
1555,0,1,0,1,14,14,30,12,0,12,0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.22455843,5.81348139,3,0,1,1,1,1,1,1,505,385,551,0,0,0,0,0,41,,1,1,1,1,10
1556,0,1,0,1,12,12,31,9.94,1,10.25,1,484311,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,6.68085468,6.89109553,9,0,0,0,0,0,0,1,797,1131,1350,0,0,0,0,0,37,107,1,1,1,1,13
1557,0,1,0,1,9,7,24,10,0,8,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.87773578,6.07484616,8,0,1,1,0,0,0,1,357,500,1099,0,0,0,0,0,18,,1,1,1,1,9
1558,0,1,0,1,12,11,27,12,0,8,0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.2146081,6.42409358,5,0,1,1,0,0,0,1,500,709,700,0,0,0,0,0,30,93,1,1,1,1,9
1559,0,1,0,1,12,12,34,9.94,1,8,0,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,6.86901445,6.62412297,9,0,1,1,0,0,0,1,962,866,1400,0,0,0,0,0,47,,1,1,1,1,16
1560,0,1,1,0,11,11,28,6,0,5,0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.85793315,5.80040931,8,0,1,1,0,0,0,1,350,380,400,0,0,0,0,0,31,94,6,6,6,1,11
1561,0,1,1,0,15,8,24,6,0,5,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.74620319,6.91209368,8,0,1,1,0,0,0,1,313,1155,2163,0,0,0,0,0,35,,6,6,6,1,3
1562,0,1,1,0,16,8,24,17,0,13,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4.76217393,5.62542916,1,0,1,1,1,1,,1,117,319,,0,1,1,0,,34,,1,1,,1,2
1563,0,1,1,0,12,12,33,10,0,8,0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.58755001,6.61833256,8,0,1,1,0,0,0,1,726,861,1001,0,0,0,0,0,48,109,1,1,1,1,15
1564,0,1,1,0,13,13,33,9.94,1,11,0,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.28413416,6.32948837,9,1,1,1,0,0,0,1,536,645,796,0,0,0,0,0,31,119,1,1,1,0,14
1565,0,1,1,0,13,11,26,12,0,12,0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.27664349,,3,1,1,,1,,1,1,532,,800,1,0,0,,1,29,98,1,,1,1,7
1566,0,1,1,0,17,14,28,9.94,1,10.25,1,99110,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.0591232,6.757943,9,1,1,1,1,0,0,1,428,990,1247,0,0,1,0,0,32,103,1,1,1,1,5
1568,0,1,1,0,12,7,30,9.94,1,10.25,1,484311,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,9,0,0,,1,,1,1,,,600,1,0,0,,0,33,,1,,1,0,12
1569,0,1,1,0,16,14,34,15,0,13,0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.99759598,7.16676946,1,0,1,1,0,0,0,1,1094,1490,1732,0,0,0,0,0,50,,1,1,1,1,12
1570,0,1,1,0,12,12,33,9.94,1,9,0,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,7.56268125,6.05055346,9,0,1,1,0,0,0,1,1925,488,635,0,0,0,0,0,45,,1,1,1,1,15
1571,0,1,1,0,18,15,32,10,0,12,0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.74523635,,6,0,1,1,1,1,1,1,850,,899,0,0,0,0,0,36,112,1,1,4,1,8
1574,0,1,1,0,12,8,24,11,0,11,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.89989735,,7,0,1,,0,,,1,365,,,1,1,0,,,34,,6,,,1,6
1575,0,1,1,0,16,11,26,12,0,8,0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.16120732,,5,0,1,1,0,0,0,1,474,,1320,0,0,0,0,0,29,104,6,6,6,1,4
1576,0,1,1,0,13,11,26,11,0,10,0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.48616079,6.85691955,7,0,1,1,0,0,0,1,656,1093,1231,0,0,0,0,0,33,96,1,1,1,0,7
1577,0,1,1,0,12,8,25,11,0,10,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.08677473,6.00656732,7,0,1,1,0,0,0,1,440,467,625,0,0,0,0,0,22,,6,6,1,0,7
1578,0,1,1,0,14,10,25,10,0,11,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.13556489,6.18817484,7,0,1,1,0,0,0,1,462,560,654,0,0,0,0,0,38,102,1,4,4,1,5
1579,0,0,0,0,16,13,28,9,0,10.25,1,358554,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,6.51174533,6.78681509,9,0,1,1,0,0,0,1,673,1019,1346,0,0,0,0,0,41,103,1,1,1,1,6
1580,0,0,0,0,12,7,24,12,0,12,0,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7.04751722,6.76899284,3,0,1,1,0,0,0,1,1150,1001,1122,0,0,0,0,0,16,,1,1,1,1,6
1581,0,0,0,0,16,8,24,9.94,1,12,0,348558,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,,6.58166376,4,0,1,1,0,0,0,1,,830,,0,0,0,0,1,33,,1,1,1,1,2
1582,0,0,0,0,12,11,31,9.94,1,10.25,1,139912,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.68461173,6.54484979,9,0,1,1,0,0,0,1,800,800,1010,0,0,0,0,0,37,95,4,1,1,0,13
1584,0,0,0,0,12,9,25,9.94,1,12,0,88097,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,6.13122649,6.64695501,4,0,1,1,0,0,,1,460,886,,0,1,0,0,,23,,6,6,,1,7
1585,1,0,0,0,11,11,29,6,0,12,0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,6.51310109,6,0,1,1,0,0,0,1,,775,1089,0,0,0,0,1,36,76,1,1,1,1,12
1586,1,0,0,0,12,10,26,9.94,1,10.25,1,358554,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.81114099,5.90049277,9,0,1,1,0,0,0,1,334,420,754,0,0,0,0,0,31,93,1,1,1,1,8
1587,1,0,0,0,13,11,26,6,0,8,0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.5539334,6.50662857,8,0,1,1,0,0,0,1,702,770,1026,0,0,0,1,1,35,122,1,1,1,1,7
